"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2010","Total","Both Sexes","Norfolk (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","242803","3,4"
"United States of America","2010","Total","Both Sexes","Norman (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","110925","3,4"
"United States of America","2010","Total","Both Sexes","North Las Vegas (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","216961","3,4"
"United States of America","2010","Total","Both Sexes","Norwalk (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","105549","3,4"
"United States of America","2010","Total","Both Sexes","Oakland (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","390724","3,4"
"United States of America","2010","Total","Both Sexes","Oceanside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","167086","3,4"
"United States of America","2010","Total","Both Sexes","Oklahoma City (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","579999","3,4"
"United States of America","2010","Total","Both Sexes","Olathe (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","125872","3,4"
"United States of America","2010","Total","Both Sexes","Omaha (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","408958","3,4"
"United States of America","2010","Total","Both Sexes","Ontario (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","163924","3,4"
"United States of America","2010","Total","Both Sexes","Orange (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","136416","3,4"
"United States of America","2010","Total","Both Sexes","Orlando (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","238300","3,4"
"United States of America","2010","Total","Both Sexes","Overland Park (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","173372","3,4"
"United States of America","2010","Total","Both Sexes","Oxnard (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","197899","3,4"
"United States of America","2010","Total","Both Sexes","Palmdale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","152750","3,4"
"United States of America","2010","Total","Both Sexes","Palm Bay City (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103190","3,4"
"United States of America","2010","Total","Both Sexes","Paradise (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","223167","3,4,8"
"United States of America","2010","Total","Both Sexes","Pasadena (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","137122","3,4"
"United States of America","2010","Total","Both Sexes","Pasadena (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","149043","3,4"
"United States of America","2010","Total","Both Sexes","Paterson (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","146199","3,4"
"United States of America","2010","Total","Both Sexes","Pembroke Pines (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","154750","3,4"
"United States of America","2010","Total","Both Sexes","Peoria (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","154065","3,4"
"United States of America","2010","Total","Both Sexes","Peoria (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115007","3,4"
"United States of America","2010","Total","Both Sexes","Philadelphia (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1526006","3,4"
"United States of America","2010","Total","Both Sexes","Phoenix (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1445632","3,4"
"United States of America","2010","Total","Both Sexes","Pittsburgh (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","305704","3,4"
"United States of America","2010","Total","Both Sexes","Plano (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","259841","3,4"
"United States of America","2010","Total","Both Sexes","Pomona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","149058","3,4"
"United States of America","2010","Total","Both Sexes","Port St. Lucie (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","164603","3,4"
"United States of America","2010","Total","Both Sexes","Portland (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","583776","3,4"
"United States of America","2010","Total","Both Sexes","Providence (RI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","178042","3,4"
"United States of America","2010","Total","Both Sexes","Provo (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","112488","3,4"
"United States of America","2010","Total","Both Sexes","Pueblo (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106595","3,4"
"United States of America","2010","Total","Both Sexes","Raleigh (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","403892","3,4"
"United States of America","2010","Total","Both Sexes","Rancho Cucamonga (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","165269","3,4"
"United States of America","2010","Total","Both Sexes","Reno (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","225221","3,4"
"United States of America","2010","Total","Both Sexes","Richmond (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103701","3,4"
"United States of America","2010","Total","Both Sexes","Richmond (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","204214","3,4"
"United States of America","2010","Total","Both Sexes","Riverside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","303871","3,4"
"United States of America","2010","Total","Both Sexes","Rochester (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106769","3,4"
"United States of America","2010","Total","Both Sexes","Rochester (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","210565","3,4"
"United States of America","2010","Total","Both Sexes","Rockford (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","152871","3,4"
"United States of America","2010","Total","Both Sexes","Roseville (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","118788","3,4"
"United States of America","2010","Total","Both Sexes","Sacramento (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","466488","3,4"
"United States of America","2010","Total","Both Sexes","Salem (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","154637","3,4"
"United States of America","2010","Total","Both Sexes","Salinas (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","150441","3,4"
"United States of America","2010","Total","Both Sexes","Salt Lake City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","186440","3,4"
"United States of America","2010","Total","Both Sexes","San Antonio (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1327407","3,4"
"United States of America","2010","Total","Both Sexes","San Bernardino (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","209924","3,4"
"United States of America","2010","Total","Both Sexes","San Buenaventura (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106433","3,4"
"United States of America","2010","Total","Both Sexes","San Diego (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1307402","3,4"
"United States of America","2010","Total","Both Sexes","San Francisco (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","805235","3,4"
"United States of America","2010","Total","Both Sexes","San Jose (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","945942","3,4"
"United States of America","2010","Total","Both Sexes","Santa Ana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","324528","3,4"
"United States of America","2010","Total","Both Sexes","Santa Clara (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","116468","3,4"
"United States of America","2010","Total","Both Sexes","Santa Clarita (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","176320","3,4"
"United States of America","2010","Total","Both Sexes","Santa Rosa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","167815","3,4"
"United States of America","2010","Total","Both Sexes","Savannah (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","136286","3,4"
"United States of America","2010","Total","Both Sexes","Scottsdale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","217385","3,4"
"United States of America","2010","Total","Both Sexes","Seattle (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","608660","3,4"
"United States of America","2010","Total","Both Sexes","Shreveport (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","199311","3,4"
"United States of America","2010","Total","Both Sexes","Simi Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","124237","3,4"
"United States of America","2010","Total","Both Sexes","Sioux Falls (SD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","153888","3,4"
"United States of America","2010","Total","Both Sexes","South Bend (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","101168","3,4"
"United States of America","2010","Total","Both Sexes","Spokane (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","208916","3,4"
"United States of America","2010","Total","Both Sexes","Spring Valley (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","178395","3,4,8"
"United States of America","2010","Total","Both Sexes","Springfield (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","116250","3,4"
"United States of America","2010","Total","Both Sexes","Springfield (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","153060","3,4"
"United States of America","2010","Total","Both Sexes","Springfield (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","159498","3,4"
"United States of America","2010","Total","Both Sexes","St. Louis (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","319294","3,4"
"United States of America","2010","Total","Both Sexes","St. Paul (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","285068","3,4"
"United States of America","2010","Total","Both Sexes","St. Petersburg (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","244769","3,4"
"United States of America","2010","Total","Both Sexes","Stamford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","122643","3,4"
"United States of America","2010","Total","Both Sexes","Sterling Heights (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","129699","3,4"
"United States of America","2010","Total","Both Sexes","Stockton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","291707","3,4"
"United States of America","2010","Total","Both Sexes","Sunnyvale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","140081","3,4"
"United States of America","2010","Total","Both Sexes","Sunrise Manor (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","189372","3,4,8"
"United States of America","2010","Total","Both Sexes","Surprise (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","117517","3,4"
"United States of America","2010","Total","Both Sexes","Syracuse (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","145170","3,4"
"United States of America","2010","Total","Both Sexes","Tacoma (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","198397","3,4"
"United States of America","2010","Total","Both Sexes","Tallahassee (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","181376","3,4"
"United States of America","2010","Total","Both Sexes","Tampa (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","335709","3,4"
"United States of America","2010","Total","Both Sexes","Temecula (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","100097","3,4"
"United States of America","2010","Total","Both Sexes","Tempe (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","161719","3,4"
"United States of America","2010","Total","Both Sexes","Thornton (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","118772","3,4"
"United States of America","2010","Total","Both Sexes","Thousand Oaks (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","126683","3,4"
"United States of America","2010","Total","Both Sexes","Toledo (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","287208","3,4"
"United States of America","2010","Total","Both Sexes","Topeka (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","127473","3,4"
"United States of America","2010","Total","Both Sexes","Torrance (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","145438","3,4"
"United States of America","2010","Total","Both Sexes","Tucson (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","520116","3,4"
"United States of America","2010","Total","Both Sexes","Tulsa (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","391906","3,4"
"United States of America","2010","Total","Both Sexes","Vallejo (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115942","3,4"
"United States of America","2010","Total","Both Sexes","Vancouver (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","161791","3,4"
"United States of America","2010","Total","Both Sexes","Victorville City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115903","3,4"
"United States of America","2010","Total","Both Sexes","Virginia Beach (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","437994","3,4"
"United States of America","2010","Total","Both Sexes","Visalia (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","124442","3,4"
"United States of America","2010","Total","Both Sexes","Waco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","124805","3,4"
"United States of America","2010","Total","Both Sexes","Warren (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","134056","3,4"
"United States of America","2010","Total","Both Sexes","WASHINGTON (DC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","601723","3,4"
"United States of America","2010","Total","Both Sexes","Waterbury (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","110366","3,4"
"United States of America","2010","Total","Both Sexes","West Covina (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106098","3,4"
"United States of America","2010","Total","Both Sexes","West Jordan (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103712","3,4"
"United States of America","2010","Total","Both Sexes","West Valley City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","129480","3,4"
"United States of America","2010","Total","Both Sexes","Westminster (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106114","3,4"
"United States of America","2010","Total","Both Sexes","Wichita (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","382368","3,4"
"United States of America","2010","Total","Both Sexes","Wichita Falls (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","104553","3,4"
"United States of America","2010","Total","Both Sexes","Wilmington (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106476","3,4"
"United States of America","2010","Total","Both Sexes","Winston-Salem (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","229617","3,4"
"United States of America","2010","Total","Both Sexes","Worcester (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","181045","3,4"
"United States of America","2010","Total","Both Sexes","Yonkers (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","195976","3,4"
"United States of America","2010","Total","Male","Abilene (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","59107","3,4"
"United States of America","2010","Total","Male","Akron (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","96257","3,4"
"United States of America","2010","Total","Male","Albuquerque (NM)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","265106","3,4"
"United States of America","2010","Total","Male","Alexandria (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","67262","3,4"
"United States of America","2010","Total","Male","Allentown (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56869","3,4"
"United States of America","2010","Total","Male","Amarillo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","92465","3,4"
"United States of America","2010","Total","Male","Anaheim (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","167249","3,4"
"United States of America","2010","Total","Male","Anchorage (AK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","148209","3,4,5"
"United States of America","2010","Total","Male","Ann Arbor (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56155","3,4"
"United States of America","2010","Total","Male","Antioch (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49807","3,4"
"United States of America","2010","Total","Male","Arlington (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","179279","3,4"
"United States of America","2010","Total","Male","Arlington (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","103501","3,4"
"United States of America","2010","Total","Male","Arvada (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51894","3,4"
"United States of America","2010","Total","Male","Athens (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54781","3,4,6"
"United States of America","2010","Total","Male","Atlanta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","208968","3,4"
"United States of America","2010","Total","Male","Augusta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","94782","3,4,7"
"United States of America","2010","Total","Male","Aurora (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","160099","3,4"
"United States of America","2010","Total","Male","Aurora (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","98172","3,4"
"United States of America","2010","Total","Male","Austin (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","399738","3,4"
"United States of America","2010","Total","Male","Bakersfield (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","170196","3,4"
"United States of America","2010","Total","Male","Baltimore (MD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","292249","3,4"
"United States of America","2010","Total","Male","Baton Rouge (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","110400","3,4"
"United States of America","2010","Total","Male","Beaumont (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57603","3,4"
"United States of America","2010","Total","Male","Bellevue (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","61330","3,4"
"United States of America","2010","Total","Male","Berkeley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55031","3,4"
"United States of America","2010","Total","Male","Billings (MT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50266","3,4"
"United States of America","2010","Total","Male","Birmingham (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","99337","3,4"
"United States of America","2010","Total","Male","Boise City (ID)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","101690","3,4"
"United States of America","2010","Total","Male","Boston (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","295951","3,4"
"United States of America","2010","Total","Male","Brandon (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","50481","3,4,8"
"United States of America","2010","Total","Male","Bridgeport (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","69996","3,4"
"United States of America","2010","Total","Male","Brownsville (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","82686","3,4"
"United States of America","2010","Total","Male","Buffalo (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","125208","3,4"
"United States of America","2010","Total","Male","Burbank (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49971","3,4"
"United States of America","2010","Total","Male","Carlsbad (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51485","3,4"
"United States of America","2010","Total","Male","Cambridge (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51109","3,4"
"United States of America","2010","Total","Male","Cape Coral (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","75364","3,4"
"United States of America","2010","Total","Male","Carrollton (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58244","3,4"
"United States of America","2010","Total","Male","Cary (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","65819","3,4"
"United States of America","2010","Total","Male","Cedar Rapids (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62065","3,4"
"United States of America","2010","Total","Male","Centennial (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49427","3,4"
"United States of America","2010","Total","Male","Chandler (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","115939","3,4"
"United States of America","2010","Total","Male","Charleston (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56741","3,4"
"United States of America","2010","Total","Male","Charlotte (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","353511","3,4"
"United States of America","2010","Total","Male","Chattanooga (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","79757","3,4"
"United States of America","2010","Total","Male","Chesapeake (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108051","3,4"
"United States of America","2010","Total","Male","Chicago (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","1308072","3,4"
"United States of America","2010","Total","Male","Chula Vista (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","118145","3,4"
"United States of America","2010","Total","Male","Cincinnati (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","142672","3,4"
"United States of America","2010","Total","Male","Clarksville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","64768","3,4"
"United States of America","2010","Total","Male","Clearwater (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52044","3,4"
"United States of America","2010","Total","Male","Cleveland (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","190285","3,4"
"United States of America","2010","Total","Male","Colorado Springs (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","203944","3,4"
"United States of America","2010","Total","Male","Columbia (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52458","3,4"
"United States of America","2010","Total","Male","Columbia (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","66532","3,4"
"United States of America","2010","Total","Male","Columbus (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","90870","3,4"
"United States of America","2010","Total","Male","Columbus (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","384265","3,4"
"United States of America","2010","Total","Male","Concord (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60659","3,4"
"United States of America","2010","Total","Male","Coral Springs (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","58242","3,4"
"United States of America","2010","Total","Male","Corona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","75035","3,4"
"United States of America","2010","Total","Male","Corpus Christi (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","149656","3,4"
"United States of America","2010","Total","Male","Costa Mesa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55968","3,4"
"United States of America","2010","Total","Male","Dallas (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","598962","3,4"
"United States of America","2010","Total","Male","Daly City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49919","3,4"
"United States of America","2010","Total","Male","Dayton (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","68951","3,4"
"United States of America","2010","Total","Male","Denton (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","55348","3,4"
"United States of America","2010","Total","Male","Denver (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","300089","3,4"
"United States of America","2010","Total","Male","Des Moines (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","99535","3,4"
"United States of America","2010","Total","Male","Detroit (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","337679","3,4"
"United States of America","2010","Total","Male","Downey (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54174","3,4"
"United States of America","2010","Total","Male","Durham (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","108556","3,4"
"United States of America","2010","Total","Male","East Los Angeles (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62901","3,4,8"
"United States of America","2010","Total","Male","El Monte (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57003","3,4"
"United States of America","2010","Total","Male","El Paso (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","311280","3,4"
"United States of America","2010","Total","Male","Elgin (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53888","3,4"
"United States of America","2010","Total","Male","Elizabeth (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","62037","3,4"
"United States of America","2010","Total","Male","Elk Grove (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","74095","3,4"
"United States of America","2010","Total","Male","Enterprise (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","54786","3,4,8"
"United States of America","2010","Total","Male","Erie (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49126","3,4"
"United States of America","2010","Total","Male","Escondido (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71296","3,4"
"United States of America","2010","Total","Male","Eugene (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","76324","3,4"
"United States of America","2010","Total","Male","Evansville (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56493","3,4"
"United States of America","2010","Total","Male","Everett (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","52392","3,4"
"United States of America","2010","Total","Male","Fairfield (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51851","3,4"
"United States of America","2010","Total","Male","Fargo (ND)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","53248","3,4"
"United States of America","2010","Total","Male","Fayetteville (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","96976","3,4"
"United States of America","2010","Total","Male","Flint (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","49140","3,4"
"United States of America","2010","Total","Male","Fontana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","97410","3,4"
"United States of America","2010","Total","Male","Fort Collins (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","71909","3,4"
"United States of America","2010","Total","Male","Fort Lauderdale (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","87387","3,4"
"United States of America","2010","Total","Male","Fort Wayne (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","122783","3,4"
"United States of America","2010","Total","Male","Fort Worth (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","363896","3,4"
"United States of America","2010","Total","Male","Fremont (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","106441","3,4"
"United States of America","2010","Total","Male","Fresno (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","243124","3,4"
"United States of America","2010","Total","Male","Frisco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","57207","3,4"
"United States of America","2010","Total","Male","Fullerton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","66409","3,4"
"United States of America","2010","Total","Male","Gainesville (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","60212","3,4"
"United States of America","2010","Total","Male","Garden Grove (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85289","3,4"
"United States of America","2010","Total","Male","Garland (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","111193","3,4"
"United States of America","2010","Total","Male","Gilbert (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","102634","3,4"
"United States of America","2010","Total","Male","Glendale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","111387","3,4"
"United States of America","2010","Total","Male","Glendale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","91387","3,4"
"United States of America","2010","Total","Male","Grand Prairie (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","85836","3,4"
"United States of America","2010","Total","Male","Grand Rapids (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","91579","3,4"
"United States of America","2010","Total","Male","Green Bay (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51359","3,4"
"United States of America","2010","Total","Male","Greensboro (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","126793","3,4"
"United States of America","2010","Total","Male","Gresham (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","51786","3,4"
