"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2022","Total","Both Sexes","Abilene (TX)","City proper","Estimate - de jure","Final figure, complete","2023","127385","1"
"United States of America","2022","Total","Both Sexes","Akron (OH)","City proper","Estimate - de jure","Final figure, complete","2023","188509","1"
"United States of America","2022","Total","Both Sexes","Albany (NY)","City proper","Estimate - de jure","Final figure, complete","2023","100826","1"
"United States of America","2022","Total","Both Sexes","Albuquerque (NM)","City proper","Estimate - de jure","Final figure, complete","2023","561008","1"
"United States of America","2022","Total","Both Sexes","Alexandria (VA)","City proper","Estimate - de jure","Final figure, complete","2023","155525","1"
"United States of America","2022","Total","Both Sexes","Allen (TX)","City proper","Estimate - de jure","Final figure, complete","2023","111551","1"
"United States of America","2022","Total","Both Sexes","Allentown (PA)","City proper","Estimate - de jure","Final figure, complete","2023","125094","1"
"United States of America","2022","Total","Both Sexes","Amarillo (TX)","City proper","Estimate - de jure","Final figure, complete","2023","201291","1"
"United States of America","2022","Total","Both Sexes","Anaheim (CA)","City proper","Estimate - de jure","Final figure, complete","2023","344461","1"
"United States of America","2022","Total","Both Sexes","Anchorage (AK)","City proper","Estimate - de jure","Final figure, complete","2023","287145","1"
"United States of America","2022","Total","Both Sexes","Ann Arbor (MI)","City proper","Estimate - de jure","Final figure, complete","2023","119875","1"
"United States of America","2022","Total","Both Sexes","Antioch (CA)","City proper","Estimate - de jure","Final figure, complete","2023","115264","1"
"United States of America","2022","Total","Both Sexes","Arlington (TX)","City proper","Estimate - de jure","Final figure, complete","2023","394602","1"
"United States of America","2022","Total","Both Sexes","Arvada (CO)","City proper","Estimate - de jure","Final figure, complete","2023","121581","1"
"United States of America","2022","Total","Both Sexes","Athens (GA)","City proper","Estimate - de jure","Final figure, complete","2023","128561","1"
"United States of America","2022","Total","Both Sexes","Atlanta (GA)","City proper","Estimate - de jure","Final figure, complete","2023","499127","1"
"United States of America","2022","Total","Both Sexes","Augusta (GA)","City proper","Estimate - de jure","Final figure, complete","2023","202096","1"
"United States of America","2022","Total","Both Sexes","Aurora (CO)","City proper","Estimate - de jure","Final figure, complete","2023","393537","1"
"United States of America","2022","Total","Both Sexes","Aurora (IL)","City proper","Estimate - de jure","Final figure, complete","2023","177866","1"
"United States of America","2022","Total","Both Sexes","Austin (TX)","City proper","Estimate - de jure","Final figure, complete","2023","974447","1"
"United States of America","2022","Total","Both Sexes","Bakersfield (CA)","City proper","Estimate - de jure","Final figure, complete","2023","410647","1"
"United States of America","2022","Total","Both Sexes","Baltimore (MD)","City proper","Estimate - de jure","Final figure, complete","2023","569931","1"
"United States of America","2022","Total","Both Sexes","Baton Rouge (LA)","City proper","Estimate - de jure","Final figure, complete","2023","221453","1"
"United States of America","2022","Total","Both Sexes","Beaumont (TX)","City proper","Estimate - de jure","Final figure, complete","2023","112089","1"
"United States of America","2022","Total","Both Sexes","Bellevue (WA)","City proper","Estimate - de jure","Final figure, complete","2023","152767","1"
"United States of America","2022","Total","Both Sexes","Bend (OR)","City proper","Estimate - de jure","Final figure, complete","2023","103254","1"
"United States of America","2022","Total","Both Sexes","Berkeley (CA)","City proper","Estimate - de jure","Final figure, complete","2023","118950","1"
"United States of America","2022","Total","Both Sexes","Billings (MT)","City proper","Estimate - de jure","Final figure, complete","2023","119960","1"
"United States of America","2022","Total","Both Sexes","Birmingham (AL)","City proper","Estimate - de jure","Final figure, complete","2023","196910","1"
"United States of America","2022","Total","Both Sexes","Boise City (ID)","City proper","Estimate - de jure","Final figure, complete","2023","236634","1"
"United States of America","2022","Total","Both Sexes","Boston (MA)","City proper","Estimate - de jure","Final figure, complete","2023","650706","1"
"United States of America","2022","Total","Both Sexes","Boulder (CO)","City proper","Estimate - de jure","Final figure, complete","2023","105485","1"
"United States of America","2022","Total","Both Sexes","Bridgeport (CT)","City proper","Estimate - de jure","Final figure, complete","2023","148377","1"
"United States of America","2022","Total","Both Sexes","Brockton (MA)","City proper","Estimate - de jure","Final figure, complete","2023","104826","1"
"United States of America","2022","Total","Both Sexes","Broken Arrow (OK)","City proper","Estimate - de jure","Final figure, complete","2023","117911","1"
"United States of America","2022","Total","Both Sexes","Brownsville (TX)","City proper","Estimate - de jure","Final figure, complete","2023","189382","1"
"United States of America","2022","Total","Both Sexes","Buckeye (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","105567","1"
"United States of America","2022","Total","Both Sexes","Buffalo (NY)","City proper","Estimate - de jure","Final figure, complete","2023","276486","1"
"United States of America","2022","Total","Both Sexes","Burbank (CA)","City proper","Estimate - de jure","Final figure, complete","2023","103920","1"
"United States of America","2022","Total","Both Sexes","Carlsbad (CA)","City proper","Estimate - de jure","Final figure, complete","2023","114160","1"
"United States of America","2022","Total","Both Sexes","Carmel (IN)","City proper","Estimate - de jure","Final figure, complete","2023","101964","1"
"United States of America","2022","Total","Both Sexes","Cambridge (MA)","City proper","Estimate - de jure","Final figure, complete","2023","118488","1"
"United States of America","2022","Total","Both Sexes","Cape Coral (FL)","City proper","Estimate - de jure","Final figure, complete","2023","216992","1"
"United States of America","2022","Total","Both Sexes","Carrollton (TX)","City proper","Estimate - de jure","Final figure, complete","2023","133820","1"
"United States of America","2022","Total","Both Sexes","Cary (NC)","City proper","Estimate - de jure","Final figure, complete","2023","180388","1"
"United States of America","2022","Total","Both Sexes","Cedar Rapids (IA)","City proper","Estimate - de jure","Final figure, complete","2023","136429","1"
"United States of America","2022","Total","Both Sexes","Centennial (CO)","City proper","Estimate - de jure","Final figure, complete","2023","105865","1"
"United States of America","2022","Total","Both Sexes","Chandler (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","280711","1"
"United States of America","2022","Total","Both Sexes","Charleston (SC)","City proper","Estimate - de jure","Final figure, complete","2023","153672","1"
"United States of America","2022","Total","Both Sexes","Charlotte (NC)","City proper","Estimate - de jure","Final figure, complete","2023","897720","1"
"United States of America","2022","Total","Both Sexes","Chattanooga (TN)","City proper","Estimate - de jure","Final figure, complete","2023","184086","1"
"United States of America","2022","Total","Both Sexes","Chesapeake (VA)","City proper","Estimate - de jure","Final figure, complete","2023","252488","1"
"United States of America","2022","Total","Both Sexes","Chicago (IL)","City proper","Estimate - de jure","Final figure, complete","2023","2665039","1"
"United States of America","2022","Total","Both Sexes","Chico (CA)","City proper","Estimate - de jure","Final figure, complete","2023","101299","1"
"United States of America","2022","Total","Both Sexes","Chula Vista (CA)","City proper","Estimate - de jure","Final figure, complete","2023","279170","1"
"United States of America","2022","Total","Both Sexes","Cincinnati (OH)","City proper","Estimate - de jure","Final figure, complete","2023","309513","1"
"United States of America","2022","Total","Both Sexes","Clarksville (TN)","City proper","Estimate - de jure","Final figure, complete","2023","176974","1"
"United States of America","2022","Total","Both Sexes","Clearwater (FL)","City proper","Estimate - de jure","Final figure, complete","2023","117027","1"
"United States of America","2022","Total","Both Sexes","Cleveland (OH)","City proper","Estimate - de jure","Final figure, complete","2023","361607","1"
"United States of America","2022","Total","Both Sexes","Clovis (CA)","City proper","Estimate - de jure","Final figure, complete","2023","124556","1"
"United States of America","2022","Total","Both Sexes","College Station (TX)","City proper","Estimate - de jure","Final figure, complete","2023","124319","1"
"United States of America","2022","Total","Both Sexes","Colorado Springs (CO)","City proper","Estimate - de jure","Final figure, complete","2023","486248","1"
"United States of America","2022","Total","Both Sexes","Columbia (MO)","City proper","Estimate - de jure","Final figure, complete","2023","128555","1"
"United States of America","2022","Total","Both Sexes","Columbia (SC)","City proper","Estimate - de jure","Final figure, complete","2023","139698","1"
"United States of America","2022","Total","Both Sexes","Columbus (GA)","City proper","Estimate - de jure","Final figure, complete","2023","202616","1"
"United States of America","2022","Total","Both Sexes","Columbus (OH)","City proper","Estimate - de jure","Final figure, complete","2023","907971","1"
"United States of America","2022","Total","Both Sexes","Concord (CA)","City proper","Estimate - de jure","Final figure, complete","2023","122625","1"
"United States of America","2022","Total","Both Sexes","Concord (NC)","City proper","Estimate - de jure","Final figure, complete","2023","109896","1"
"United States of America","2022","Total","Both Sexes","Conroe (TX)","City proper","Estimate - de jure","Final figure, complete","2023","101405","1"
"United States of America","2022","Total","Both Sexes","Coral Springs (FL)","City proper","Estimate - de jure","Final figure, complete","2023","133369","1"
"United States of America","2022","Total","Both Sexes","Corona (CA)","City proper","Estimate - de jure","Final figure, complete","2023","159567","1"
"United States of America","2022","Total","Both Sexes","Corpus Christi (TX)","City proper","Estimate - de jure","Final figure, complete","2023","316239","1"
"United States of America","2022","Total","Both Sexes","Costa Mesa (CA)","City proper","Estimate - de jure","Final figure, complete","2023","109521","1"
"United States of America","2022","Total","Both Sexes","Dallas (TX)","City proper","Estimate - de jure","Final figure, complete","2023","1299544","1"
"United States of America","2022","Total","Both Sexes","Daly City (CA)","City proper","Estimate - de jure","Final figure, complete","2023","100007","1"
"United States of America","2022","Total","Both Sexes","Davenport (IA)","City proper","Estimate - de jure","Final figure, complete","2023","100486","1"
"United States of America","2022","Total","Both Sexes","Davie (FL)","City proper","Estimate - de jure","Final figure, complete","2023","106513","1"
"United States of America","2022","Total","Both Sexes","Dayton (OH)","City proper","Estimate - de jure","Final figure, complete","2023","135944","1"
"United States of America","2022","Total","Both Sexes","Dearborn (MI)","City proper","Estimate - de jure","Final figure, complete","2023","107710","1"
"United States of America","2022","Total","Both Sexes","Denton (TX)","City proper","Estimate - de jure","Final figure, complete","2023","150353","1"
"United States of America","2022","Total","Both Sexes","Denver (CO)","City proper","Estimate - de jure","Final figure, complete","2023","713252","1"
"United States of America","2022","Total","Both Sexes","Des Moines (IA)","City proper","Estimate - de jure","Final figure, complete","2023","211034","1"
"United States of America","2022","Total","Both Sexes","Detroit (MI)","City proper","Estimate - de jure","Final figure, complete","2023","620376","1"
"United States of America","2022","Total","Both Sexes","Downey (CA)","City proper","Estimate - de jure","Final figure, complete","2023","109934","1"
"United States of America","2022","Total","Both Sexes","Durham (NC)","City proper","Estimate - de jure","Final figure, complete","2023","291928","1"
"United States of America","2022","Total","Both Sexes","Edinburg (TX)","City proper","Estimate - de jure","Final figure, complete","2023","104294","1"
"United States of America","2022","Total","Both Sexes","El Cajon (CA)","City proper","Estimate - de jure","Final figure, complete","2023","104414","1"
"United States of America","2022","Total","Both Sexes","El Monte (CA)","City proper","Estimate - de jure","Final figure, complete","2023","105312","1"
"United States of America","2022","Total","Both Sexes","El Paso (TX)","City proper","Estimate - de jure","Final figure, complete","2023","677456","1"
"United States of America","2022","Total","Both Sexes","Elgin (IL)","City proper","Estimate - de jure","Final figure, complete","2023","113177","1"
"United States of America","2022","Total","Both Sexes","Elizabeth (NJ)","City proper","Estimate - de jure","Final figure, complete","2023","134283","1"
"United States of America","2022","Total","Both Sexes","Elk Grove (CA)","City proper","Estimate - de jure","Final figure, complete","2023","177558","1"
"United States of America","2022","Total","Both Sexes","Escondido (CA)","City proper","Estimate - de jure","Final figure, complete","2023","150270","1"
"United States of America","2022","Total","Both Sexes","Eugene (OR)","City proper","Estimate - de jure","Final figure, complete","2023","177923","1"
"United States of America","2022","Total","Both Sexes","Evansville (IN)","City proper","Estimate - de jure","Final figure, complete","2023","115749","1"
"United States of America","2022","Total","Both Sexes","Everett (WA)","City proper","Estimate - de jure","Final figure, complete","2023","111337","1"
"United States of America","2022","Total","Both Sexes","Fairfield (CA)","City proper","Estimate - de jure","Final figure, complete","2023","119338","1"
"United States of America","2022","Total","Both Sexes","Fargo (ND)","City proper","Estimate - de jure","Final figure, complete","2023","131444","1"
"United States of America","2022","Total","Both Sexes","Fayetteville (NC)","City proper","Estimate - de jure","Final figure, complete","2023","208873","1"
"United States of America","2022","Total","Both Sexes","Fishers (IN)","City proper","Estimate - de jure","Final figure, complete","2023","101966","1"
"United States of America","2022","Total","Both Sexes","Fontana (CA)","City proper","Estimate - de jure","Final figure, complete","2023","212475","1"
"United States of America","2022","Total","Both Sexes","Fort Collins (CO)","City proper","Estimate - de jure","Final figure, complete","2023","169249","1"
"United States of America","2022","Total","Both Sexes","Fort Lauderdale (FL)","City proper","Estimate - de jure","Final figure, complete","2023","183146","1"
"United States of America","2022","Total","Both Sexes","Fort Wayne (IN)","City proper","Estimate - de jure","Final figure, complete","2023","267927","1"
"United States of America","2022","Total","Both Sexes","Fort Worth (TX)","City proper","Estimate - de jure","Final figure, complete","2023","956709","1"
"United States of America","2022","Total","Both Sexes","Fremont (CA)","City proper","Estimate - de jure","Final figure, complete","2023","223871","1"
"United States of America","2022","Total","Both Sexes","Fresno (CA)","City proper","Estimate - de jure","Final figure, complete","2023","545567","1"
"United States of America","2022","Total","Both Sexes","Frisco (TX)","City proper","Estimate - de jure","Final figure, complete","2023","219587","1"
"United States of America","2022","Total","Both Sexes","Fullerton (CA)","City proper","Estimate - de jure","Final figure, complete","2023","140541","1"
"United States of America","2022","Total","Both Sexes","Gainesville (FL)","City proper","Estimate - de jure","Final figure, complete","2023","145214","1"
"United States of America","2022","Total","Both Sexes","Garden Grove (CA)","City proper","Estimate - de jure","Final figure, complete","2023","169254","1"
"United States of America","2022","Total","Both Sexes","Garland (TX)","City proper","Estimate - de jure","Final figure, complete","2023","240854","1"
"United States of America","2022","Total","Both Sexes","Gilbert (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","275346","1"
"United States of America","2022","Total","Both Sexes","Glendale (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","252136","1"
"United States of America","2022","Total","Both Sexes","Glendale (CA)","City proper","Estimate - de jure","Final figure, complete","2023","189221","1"
"United States of America","2022","Total","Both Sexes","Goodyear(AZ)","City proper","Estimate - de jure","Final figure, complete","2023","105406","1"
"United States of America","2022","Total","Both Sexes","Grand Prairie (TX)","City proper","Estimate - de jure","Final figure, complete","2023","201843","1"
"United States of America","2022","Total","Both Sexes","Grand Rapids (MI)","City proper","Estimate - de jure","Final figure, complete","2023","196908","1"
"United States of America","2022","Total","Both Sexes","Greeley (CO)","City proper","Estimate - de jure","Final figure, complete","2023","109209","1"
"United States of America","2022","Total","Both Sexes","Green Bay (WI)","City proper","Estimate - de jure","Final figure, complete","2023","106095","1"
"United States of America","2022","Total","Both Sexes","Greensboro (NC)","City proper","Estimate - de jure","Final figure, complete","2023","301115","1"
"United States of America","2022","Total","Both Sexes","Gresham (OR)","City proper","Estimate - de jure","Final figure, complete","2023","111621","1"
"United States of America","2022","Total","Both Sexes","Hampton (VA)","City proper","Estimate - de jure","Final figure, complete","2023","138037","1"
"United States of America","2022","Total","Both Sexes","Hartford (CT)","City proper","Estimate - de jure","Final figure, complete","2023","120686","1"
"United States of America","2022","Total","Both Sexes","Hayward (CA)","City proper","Estimate - de jure","Final figure, complete","2023","156754","1"
"United States of America","2022","Total","Both Sexes","Henderson (NV)","City proper","Estimate - de jure","Final figure, complete","2023","331415","1"
"United States of America","2022","Total","Both Sexes","Hesperia (CA)","City proper","Estimate - de jure","Final figure, complete","2023","100744","1"
"United States of America","2022","Total","Both Sexes","Hialeah (FL)","City proper","Estimate - de jure","Final figure, complete","2023","220292","1"
"United States of America","2022","Total","Both Sexes","High Point City (NC)","City proper","Estimate - de jure","Final figure, complete","2023","115067","1"
"United States of America","2022","Total","Both Sexes","Hillsboro (OR)","City proper","Estimate - de jure","Final figure, complete","2023","107299","1"
"United States of America","2022","Total","Both Sexes","Hollywood (FL)","City proper","Estimate - de jure","Final figure, complete","2023","152650","1"
"United States of America","2022","Total","Both Sexes","Urban Honolulu (HI)","City proper","Estimate - de jure","Final figure, complete","2023","343421","1"
"United States of America","2022","Total","Both Sexes","Houston (TX)","City proper","Estimate - de jure","Final figure, complete","2023","2302878","1"
"United States of America","2022","Total","Both Sexes","Huntington Beach (CA)","City proper","Estimate - de jure","Final figure, complete","2023","194310","1"
"United States of America","2022","Total","Both Sexes","Huntsville (AL)","City proper","Estimate - de jure","Final figure, complete","2023","221933","1"
"United States of America","2022","Total","Both Sexes","Independence (MO)","City proper","Estimate - de jure","Final figure, complete","2023","121202","1"
"United States of America","2022","Total","Both Sexes","Indianapolis (IN)","City proper","Estimate - de jure","Final figure, complete","2023","880621","1"
"United States of America","2022","Total","Both Sexes","Inglewood (CA)","City proper","Estimate - de jure","Final figure, complete","2023","103621","1"
"United States of America","2022","Total","Both Sexes","Irvine (CA)","City proper","Estimate - de jure","Final figure, complete","2023","313685","1"
"United States of America","2022","Total","Both Sexes","Irving (TX)","City proper","Estimate - de jure","Final figure, complete","2023","254715","1"
"United States of America","2022","Total","Both Sexes","Jackson (MS)","City proper","Estimate - de jure","Final figure, complete","2023","145995","1"
"United States of America","2022","Total","Both Sexes","Jacksonville (FL)","City proper","Estimate - de jure","Final figure, complete","2023","971319","1"
"United States of America","2022","Total","Both Sexes","Jersey City (NJ)","City proper","Estimate - de jure","Final figure, complete","2023","286670","1"
"United States of America","2022","Total","Both Sexes","Joliet (IL)","City proper","Estimate - de jure","Final figure, complete","2023","150033","1"
"United States of America","2022","Total","Both Sexes","Jurupa Valley (CA)","City proper","Estimate - de jure","Final figure, complete","2023","107609","1"
"United States of America","2022","Total","Both Sexes","Kansas City (KS)","City proper","Estimate - de jure","Final figure, complete","2023","153345","1"
"United States of America","2022","Total","Both Sexes","Kansas City (MO)","City proper","Estimate - de jure","Final figure, complete","2023","509297","1"
"United States of America","2022","Total","Both Sexes","Kent (WA)","City proper","Estimate - de jure","Final figure, complete","2023","134392","1"
"United States of America","2022","Total","Both Sexes","Killeen (TX)","City proper","Estimate - de jure","Final figure, complete","2023","159172","1"
"United States of America","2022","Total","Both Sexes","Knoxville (TN)","City proper","Estimate - de jure","Final figure, complete","2023","195889","1"
"United States of America","2022","Total","Both Sexes","Lafayette (LA)","City proper","Estimate - de jure","Final figure, complete","2023","121389","1"
"United States of America","2022","Total","Both Sexes","Lakeland (FL)","City proper","Estimate - de jure","Final figure, complete","2023","120071","1"
"United States of America","2022","Total","Both Sexes","Lakewood (CO)","City proper","Estimate - de jure","Final figure, complete","2023","156120","1"
"United States of America","2022","Total","Both Sexes","Lancaster (CA)","City proper","Estimate - de jure","Final figure, complete","2023","169185","1"
"United States of America","2022","Total","Both Sexes","Lansing (MI)","City proper","Estimate - de jure","Final figure, complete","2023","112537","1"
"United States of America","2022","Total","Both Sexes","Laredo (TX)","City proper","Estimate - de jure","Final figure, complete","2023","256187","1"
"United States of America","2022","Total","Both Sexes","Las Cruces (NM)","City proper","Estimate - de jure","Final figure, complete","2023","113888","1"
"United States of America","2022","Total","Both Sexes","Las Vegas (NV)","City proper","Estimate - de jure","Final figure, complete","2023","656274","1"
"United States of America","2022","Total","Both Sexes","Lee's Summit (MO)","City proper","Estimate - de jure","Final figure, complete","2023","103465","1"
"United States of America","2022","Total","Both Sexes","League City (TX)","City proper","Estimate - de jure","Final figure, complete","2023","115418","1"
"United States of America","2022","Total","Both Sexes","Lewisville (TX)","City proper","Estimate - de jure","Final figure, complete","2023","131215","1"
"United States of America","2022","Total","Both Sexes","Lexington-Fayette (KY)","City proper","Estimate - de jure","Final figure, complete","2023","320347","1"
"United States of America","2022","Total","Both Sexes","Lincoln (NE)","City proper","Estimate - de jure","Final figure, complete","2023","292627","1"
"United States of America","2022","Total","Both Sexes","Little Rock (AR)","City proper","Estimate - de jure","Final figure, complete","2023","202864","1"
"United States of America","2022","Total","Both Sexes","Long Beach (CA)","City proper","Estimate - de jure","Final figure, complete","2023","451307","1"
"United States of America","2022","Total","Both Sexes","Los Angeles (CA)","City proper","Estimate - de jure","Final figure, complete","2023","3822238","1"
"United States of America","2022","Total","Both Sexes","Louisville/ Jeferson County (KY)","City proper","Estimate - de jure","Final figure, complete","2023","624444","1"
"United States of America","2022","Total","Both Sexes","Lowell (MA)","City proper","Estimate - de jure","Final figure, complete","2023","113608","1"
"United States of America","2022","Total","Both Sexes","Lubbock (TX)","City proper","Estimate - de jure","Final figure, complete","2023","263930","1"
"United States of America","2022","Total","Both Sexes","Lynn (MA)","City proper","Estimate - de jure","Final figure, complete","2023","100891","1"
"United States of America","2022","Total","Both Sexes","Macon-Bibb (GA)","City proper","Estimate - de jure","Final figure, complete","2023","156197","1"
"United States of America","2022","Total","Both Sexes","Madison (WI)","City proper","Estimate - de jure","Final figure, complete","2023","272903","1"
"United States of America","2022","Total","Both Sexes","Manchester (NH)","City proper","Estimate - de jure","Final figure, complete","2023","115141","1"
"United States of America","2022","Total","Both Sexes","McAllen (TX)","City proper","Estimate - de jure","Final figure, complete","2023","144579","1"
"United States of America","2022","Total","Both Sexes","McKinney City (TX)","City proper","Estimate - de jure","Final figure, complete","2023","207507","1"
"United States of America","2022","Total","Both Sexes","Memphis (TN)","City proper","Estimate - de jure","Final figure, complete","2023","621056","1"
"United States of America","2022","Total","Both Sexes","Menifee (CA)","City proper","Estimate - de jure","Final figure, complete","2023","109399","1"
"United States of America","2022","Total","Both Sexes","Meridian (ID)","City proper","Estimate - de jure","Final figure, complete","2023","129736","1"
"United States of America","2022","Total","Both Sexes","Mesa (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","512498","1"
"United States of America","2022","Total","Both Sexes","Mesquite (TX)","City proper","Estimate - de jure","Final figure, complete","2023","147899","1"
"United States of America","2022","Total","Both Sexes","Miami (FL)","City proper","Estimate - de jure","Final figure, complete","2023","449514","1"
"United States of America","2022","Total","Both Sexes","Miami Gardens (FL)","City proper","Estimate - de jure","Final figure, complete","2023","110497","1"
"United States of America","2022","Total","Both Sexes","Midland City (TX)","City proper","Estimate - de jure","Final figure, complete","2023","134444","1"
"United States of America","2022","Total","Both Sexes","Milwaukee (WI)","City proper","Estimate - de jure","Final figure, complete","2023","563305","1"
"United States of America","2022","Total","Both Sexes","Minneapolis (MN)","City proper","Estimate - de jure","Final figure, complete","2023","425096","1"
"United States of America","2022","Total","Both Sexes","Miramar (FL)","City proper","Estimate - de jure","Final figure, complete","2023","137228","1"
"United States of America","2022","Total","Both Sexes","Mobile (AL)","City proper","Estimate - de jure","Final figure, complete","2023","183289","1"
"United States of America","2022","Total","Both Sexes","Modesto (CA)","City proper","Estimate - de jure","Final figure, complete","2023","218069","1"
"United States of America","2022","Total","Both Sexes","Montgomery (AL)","City proper","Estimate - de jure","Final figure, complete","2023","196986","1"
"United States of America","2022","Total","Both Sexes","Moreno Valley (CA)","City proper","Estimate - de jure","Final figure, complete","2023","211924","1"
"United States of America","2022","Total","Both Sexes","Murrieta (CA)","City proper","Estimate - de jure","Final figure, complete","2023","113783","1"
"United States of America","2022","Total","Both Sexes","Murfreesboro (TN)","City proper","Estimate - de jure","Final figure, complete","2023","162398","1"
"United States of America","2022","Total","Both Sexes","Nampa (ID)","City proper","Estimate - de jure","Final figure, complete","2023","110951","1"
"United States of America","2022","Total","Both Sexes","Naperville (IL)","City proper","Estimate - de jure","Final figure, complete","2023","149936","1"
"United States of America","2022","Total","Both Sexes","Nashville-Davidson (TN)","City proper","Estimate - de jure","Final figure, complete","2023","683622","1"
"United States of America","2022","Total","Both Sexes","New Bedford (MA)","City proper","Estimate - de jure","Final figure, complete","2023","100682","1"
"United States of America","2022","Total","Both Sexes","New Braunfels (TX)","City proper","Estimate - de jure","Final figure, complete","2023","104707","1"
"United States of America","2022","Total","Both Sexes","New Haven (CT)","City proper","Estimate - de jure","Final figure, complete","2023","138915","1"
"United States of America","2022","Total","Both Sexes","New Orleans (LA)","City proper","Estimate - de jure","Final figure, complete","2023","369749","1"
"United States of America","2022","Total","Both Sexes","New York (NY)","City proper","Estimate - de jure","Final figure, complete","2023","8335897","1"
"United States of America","2022","Total","Both Sexes","Newark (NJ)","City proper","Estimate - de jure","Final figure, complete","2023","305344","1"
"United States of America","2022","Total","Both Sexes","Newport News (VA)","City proper","Estimate - de jure","Final figure, complete","2023","184306","1"
"United States of America","2022","Total","Both Sexes","Norfolk (VA)","City proper","Estimate - de jure","Final figure, complete","2023","232995","1"
"United States of America","2022","Total","Both Sexes","Norman (OK)","City proper","Estimate - de jure","Final figure, complete","2023","129627","1"
"United States of America","2022","Total","Both Sexes","North Charleston (SC)","City proper","Estimate - de jure","Final figure, complete","2023","118608","1"
"United States of America","2022","Total","Both Sexes","North Las Vegas (NV)","City proper","Estimate - de jure","Final figure, complete","2023","280543","1"
"United States of America","2022","Total","Both Sexes","Oakland (CA)","City proper","Estimate - de jure","Final figure, complete","2023","430553","1"
"United States of America","2022","Total","Both Sexes","Oceanside (CA)","City proper","Estimate - de jure","Final figure, complete","2023","172199","1"
"United States of America","2022","Total","Both Sexes","Odessa (TX)","City proper","Estimate - de jure","Final figure, complete","2023","112906","1"
"United States of America","2022","Total","Both Sexes","Oklahoma City (OK)","City proper","Estimate - de jure","Final figure, complete","2023","694800","1"
"United States of America","2022","Total","Both Sexes","Olathe (KS)","City proper","Estimate - de jure","Final figure, complete","2023","145616","1"
"United States of America","2022","Total","Both Sexes","Omaha (NE)","City proper","Estimate - de jure","Final figure, complete","2023","485153","1"
"United States of America","2022","Total","Both Sexes","Ontario (CA)","City proper","Estimate - de jure","Final figure, complete","2023","179061","1"
"United States of America","2022","Total","Both Sexes","Orange (CA)","City proper","Estimate - de jure","Final figure, complete","2023","136178","1"
"United States of America","2022","Total","Both Sexes","Orlando (FL)","City proper","Estimate - de jure","Final figure, complete","2023","316081","1"
"United States of America","2022","Total","Both Sexes","Overland Park (KS)","City proper","Estimate - de jure","Final figure, complete","2023","197726","1"
"United States of America","2022","Total","Both Sexes","Oxnard (CA)","City proper","Estimate - de jure","Final figure, complete","2023","200415","1"
"United States of America","2022","Total","Both Sexes","Palmdale (CA)","City proper","Estimate - de jure","Final figure, complete","2023","163463","1"
"United States of America","2022","Total","Both Sexes","Palm Bay City (FL)","City proper","Estimate - de jure","Final figure, complete","2023","129234","1"
"United States of America","2022","Total","Both Sexes","Pasadena (CA)","City proper","Estimate - de jure","Final figure, complete","2023","134211","1"
"United States of America","2022","Total","Both Sexes","Pasadena (TX)","City proper","Estimate - de jure","Final figure, complete","2023","147662","1"
"United States of America","2022","Total","Both Sexes","Paterson (NJ)","City proper","Estimate - de jure","Final figure, complete","2023","156661","1"
"United States of America","2022","Total","Both Sexes","Pearland (TX)","City proper","Estimate - de jure","Final figure, complete","2023","126949","1"
"United States of America","2022","Total","Both Sexes","Pembroke Pines (FL)","City proper","Estimate - de jure","Final figure, complete","2023","169876","1"
"United States of America","2022","Total","Both Sexes","Peoria (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","197866","1"
"United States of America","2022","Total","Both Sexes","Peoria (IL)","City proper","Estimate - de jure","Final figure, complete","2023","111021","1"
"United States of America","2022","Total","Both Sexes","Philadelphia (PA)","City proper","Estimate - de jure","Final figure, complete","2023","1567258","1"
"United States of America","2022","Total","Both Sexes","Phoenix (AZ)","City proper","Estimate - de jure","Final figure, complete","2023","1644409","1"
"United States of America","2022","Total","Both Sexes","Pittsburgh (PA)","City proper","Estimate - de jure","Final figure, complete","2023","302898","1"
"United States of America","2022","Total","Both Sexes","Plano (TX)","City proper","Estimate - de jure","Final figure, complete","2023","289547","1"
"United States of America","2022","Total","Both Sexes","Pomona (CA)","City proper","Estimate - de jure","Final figure, complete","2023","146017","1"
"United States of America","2022","Total","Both Sexes","Pompano Beach (FL)","City proper","Estimate - de jure","Final figure, complete","2023","112302","1"
"United States of America","2022","Total","Both Sexes","Port St. Lucie (FL)","City proper","Estimate - de jure","Final figure, complete","2023","231790","1"
"United States of America","2022","Total","Both Sexes","Portland (OR)","City proper","Estimate - de jure","Final figure, complete","2023","635067","1"
"United States of America","2022","Total","Both Sexes","Providence (RI)","City proper","Estimate - de jure","Final figure, complete","2023","189563","1"
"United States of America","2022","Total","Both Sexes","Provo (UT)","City proper","Estimate - de jure","Final figure, complete","2023","113523","1"
"United States of America","2022","Total","Both Sexes","Pueblo (CO)","City proper","Estimate - de jure","Final figure, complete","2023","111456","1"
